Departamento,Municipio,Cantidad,Divipola
HUILA,SUAZA,17376,41770
HUILA,TARQUI,16108,41791
HUILA,TESALIA,9767,41797
HUILA,TELLO,10273,41799
HUILA,TERUEL,7376,41801
HUILA,TIMANA,20919,41807
HUILA,VILLAVIEJA,6943,41872
HUILA,YAGUARA,7380,41885
LA GUAJIRA,RIOHACHA,177573,44001
LA GUAJIRA,ALBANIA,26940,44035
LA GUAJIRA,BARRANCAS,28549,44078
LA GUAJIRA,DIBULLA,36196,44090
LA GUAJIRA,DISTRACCION,11934,44098
LA GUAJIRA,EL MOLINO,6963,44110
LA GUAJIRA,FONSECA,40852,44279
LA GUAJIRA,HATONUEVO,17672,44378
LA GUAJIRA,LA JAGUA DEL PILAR,2952,44420
LA GUAJIRA,MAICAO,159223,44430
LA GUAJIRA,MANAURE,74528,44560
LA GUAJIRA,SAN JUAN DEL CESAR,46077,44650
LA GUAJIRA,URIBIA,160711,44847
LA GUAJIRA,URUMITA,10198,44855
LA GUAJIRA,VILLANUEVA,24996,44874
MAGDALENA,SANTA MARTA,479853,47001
MAGDALENA,ALGARROBO,14294,47030
MAGDALENA,ARACATACA,37476,47053
MAGDALENA,ARIGUANI,28348,47058
MAGDALENA,CERRO SAN ANTONIO,9225,47161
MAGDALENA,CHIBOLO,18208,47170
MAGDALENA,CIENAGA,118435,47189
MAGDALENA,CONCORDIA,9681,47205
MAGDALENA,EL BANCO,59594,47245
MAGDALENA,EL PIÑON,17308,47258
MAGDALENA,EL RETEN,19345,47268
MAGDALENA,FUNDACION,64833,47288
MAGDALENA,GUAMAL,25312,47318
MAGDALENA,NUEVA GRANADA,17470,47460
MAGDALENA,PEDRAZA,7569,47541
MAGDALENA,PIJIÑO DEL CARMEN,11071,47545
MAGDALENA,PIVIJAY,34374,47551
MAGDALENA,PLATO,56210,47555
MAGDALENA,PUEBLOVIEJO,26419,47570
MAGDALENA,REMOLINO,9555,47605
MAGDALENA,SABANAS DE SAN ANGEL,14060,47660
MAGDALENA,SALAMINA,9360,47675
MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,18865,47692
MAGDALENA,SAN ZENON,11279,47703
MAGDALENA,SANTA ANA,22723,47707
MAGDALENA,SANTA BARBARA DE PINTO,9345,47720
MAGDALENA,SITIONUEVO,25804,47745
MAGDALENA,TENERIFE,12364,47798
MAGDALENA,ZAPAYAN,8606,47960
MAGDALENA,ZONA BANANERA,66802,47980
META,VILLAVICENCIO,451212,50001
META,ACACIAS,78199,50006
META,BARRANCA DE UPIA,5946,50110
META,CABUYARO,5432,50124
META,CASTILLA LA NUEVA,13611,50150
META,CUBARRAL,6377,50223
META,CUMARAL,21397,50226
META,EL CALVARIO,1575,50245
META,EL CASTILLO,7397,50251
META,EL DORADO,3699,50270
META,FUENTE DE ORO,11599,50287
META,GRANADA,64932,50313
META,GUAMAL,13857,50318
META,MAPIRIPAN,6036,50325
META,MESETAS,9751,50330
META,LA MACARENA,23877,50350
META,URIBE,8549,50370
META,LEJANIAS,10576,50400
META,PUERTO CONCORDIA,8086,50450
META,PUERTO GAITAN,41017,50568
META,PUERTO LOPEZ,28270,50573
META,PUERTO LLERAS,8982,50577
META,PUERTO RICO,11433,50590
META,RESTREPO,17610,50606
META,SAN CARLOS DE GUAROA,11512,50680
META,SAN JUAN DE ARAMA,8242,50683
META,SAN JUANITO,1149,50686
META,SAN MARTIN,22281,50689
META,VISTAHERMOSA,16525,50711
NARIÑO,PASTO,352326,52001
NARIÑO,ALBAN,8197,52019
NARIÑO,ALDANA,6872,52022
NARIÑO,ANCUYA,7481,52036
NARIÑO,ARBOLEDA,7626,52051
NARIÑO,BARBACOAS,34248,52079
NARIÑO,BELEN,5968,52083
NARIÑO,BUESACO,19951,52110
NARIÑO,COLON,7764,52203
NARIÑO,CONSACA,10117,52207
NARIÑO,CONTADERO,6421,52210
NARIÑO,CORDOBA,14827,52215
NARIÑO,CUASPUD,8975,52224
NARIÑO,CUMBAL,32672,52227
NARIÑO,CUMBITARA,5096,52233
NARIÑO,CHACHAGUI,12419,52240
NARIÑO,EL CHARCO,21071,52250
NARIÑO,EL PEÑOL,6223,52254
NARIÑO,EL ROSARIO,6498,52256
NARIÑO,EL TABLON DE GOMEZ,13255,52258
NARIÑO,EL TAMBO,12457,52260
NARIÑO,FUNES,6211,52287
NARIÑO,GUACHUCAL,18845,52317
NARIÑO,GUAITARILLA,10774,52320
NARIÑO,GUALMATAN,6290,52323
NARIÑO,ILES,7112,52352
NARIÑO,IMUES,6351,52354
NARIÑO,IPIALES,105517,52356
NARIÑO,LA CRUZ,16674,52378
NARIÑO,LA FLORIDA,9047,52381
NARIÑO,LA LLANADA,5321,52385
NARIÑO,LA TOLA,5847,52390
NARIÑO,LA UNION,28659,52399
NARIÑO,LEIVA,8201,52405
NARIÑO,LINARES,8974,52411
NARIÑO,LOS ANDES,8703,52418
NARIÑO,MAGUI,18262,52427
NARIÑO,MALLAMA,8013,52435
NARIÑO,MOSQUERA,10206,52473
NARIÑO,NARIÑO,4007,52480
NARIÑO,OLAYA HERRERA,21415,52490
NARIÑO,OSPINA,6488,52506
NARIÑO,FRANCISCO PIZARRO,7430,52520
NARIÑO,POLICARPA,8149,52540
NARIÑO,POTOSI,10186,52560
NARIÑO,PROVIDENCIA,4619,52565
NARIÑO,PUERRES,8446,52573
NARIÑO,PUPIALES,16431,52585
NARIÑO,RICAURTE,18067,52612
NARIÑO,ROBERTO PAYAN,10473,52621
NARIÑO,SAMANIEGO,23727,52678
NARIÑO,SANDONA,18859,52683
NARIÑO,SAN BERNARDO,8874,52685
NARIÑO,SAN LORENZO,16653,52687
NARIÑO,SAN PABLO,12929,52693
NARIÑO,SAN PEDRO DE CARTAGO,6572,52694
NARIÑO,SANTA BARBARA,8989,52696
NARIÑO,SANTACRUZ,9869,52699
NARIÑO,SAPUYES,7041,52720
NARIÑO,TAMINANGO,15412,52786
NARIÑO,TANGUA,10331,52788
NARIÑO,TUMACO,138091,52835
NARIÑO,TUQUERRES,42413,52838
NARIÑO,YACUANQUER,10579,52885
NORTE DE SANTANDER,CUCUTA,629414,54001
NORTE DE SANTANDER,ABREGO,30191,54003
NORTE DE SANTANDER,ARBOLEDAS,8202,54051
NORTE DE SANTANDER,BOCHALEMA,6972,54099
NORTE DE SANTANDER,BUCARASICA,4698,54109
NORTE DE SANTANDER,CACOTA,2733,54125
NORTE DE SANTANDER,CACHIRA,8642,54128
NORTE DE SANTANDER,CHINACOTA,16021,54172
NORTE DE SANTANDER,CHITAGA,10554,54174
NORTE DE SANTANDER,CONVENCION,18112,54206
NORTE DE SANTANDER,CUCUTILLA,7648,54223
NORTE DE SANTANDER,DURANIA,4390,54239
NORTE DE SANTANDER,EL CARMEN,12001,54245
NORTE DE SANTANDER,EL TARRA,19075,54250
NORTE DE SANTANDER,EL ZULIA,26019,54261
NORTE DE SANTANDER,GRAMALOTE,6408,54313
NORTE DE SANTANDER,HACARI,9745,54344
NORTE DE SANTANDER,HERRAN,4702,54347
NORTE DE SANTANDER,LABATECA,5550,54377
NORTE DE SANTANDER,LA ESPERANZA,11040,54385
NORTE DE SANTANDER,LA PLAYA,7237,54398
NORTE DE SANTANDER,LOS PATIOS,81411,54405
NORTE DE SANTANDER,LOURDES,3609,54418
NORTE DE SANTANDER,MUTISCUA,3891,54480
NORTE DE SANTANDER,OCAÑA,111643,54498
NORTE DE SANTANDER,PAMPLONA,45521,54518
NORTE DE SANTANDER,PAMPLONITA,4944,54520
NORTE DE SANTANDER,PUERTO SANTANDER,8139,54553
NORTE DE SANTANDER,RAGONVALIA,5420,54599
NORTE DE SANTANDER,SALAZAR,8768,54660
NORTE DE SANTANDER,SAN CALIXTO,9961,54670
NORTE DE SANTANDER,SAN CAYETANO,6677,54673
NORTE DE SANTANDER,SANTIAGO,3087,54680
NORTE DE SANTANDER,SARDINATA,21243,54720
NORTE DE SANTANDER,SILOS,5713,54743
NORTE DE SANTANDER,TEORAMA,12727,54800
NORTE DE SANTANDER,TIBU,51399,54810
NORTE DE SANTANDER,TOLEDO,14962,54820
NORTE DE SANTANDER,VILLA CARO,4602,54871
NORTE DE SANTANDER,VILLA DEL ROSARIO,93735,54874
QUINDIO,ARMENIA,275641,63001
QUINDIO,BUENAVISTA,2741,63111
QUINDIO,CALARCA,70662,63130
QUINDIO,CIRCASIA,27135,63190
QUINDIO,CORDOBA,5535,63212
QUINDIO,FILANDIA,11345,63272
QUINDIO,GENOVA,7121,63302
QUINDIO,LA TEBAIDA,32564,63401
QUINDIO,MONTENEGRO,35324,63470
QUINDIO,PIJAO,4877,63548
QUINDIO,QUIMBAYA,29117,63594
QUINDIO,SALENTO,7578,63690
RISARALDA,PEREIRA,409670,66001
RISARALDA,APIA,10707,66045
RISARALDA,BALBOA,5009,66075
RISARALDA,BELEN DE UMBRIA,21450,66088
RISARALDA,DOSQUEBRADAS,194890,66170
RISARALDA,GUATICA,11532,66318
RISARALDA,LA CELIA,6178,66383
RISARALDA,LA VIRGINIA,25900,66400
RISARALDA,MARSELLA,15455,66440
RISARALDA,MISTRATO,16203,66456
RISARALDA,PUEBLO RICO,14429,66572
RISARALDA,QUINCHIA,25213,66594
RISARALDA,SANTA ROSA DE CABAL,71174,66682
RISARALDA,SANTUARIO,11787,66687
SANTANDER,BUCARAMANGA,528855,68001
SANTANDER,AGUADA,1662,68013
SANTANDER,ALBANIA,3317,68020
SANTANDER,ARATOCA,7913,68051
SANTANDER,BARBOSA,28769,68077
SANTANDER,BARICHARA,7647,68079
SANTANDER,BARRANCABERMEJA,199564,68081
SANTANDER,BETULIA,5230,68092
SANTANDER,BOLIVAR,9567,68101
SANTANDER,CABRERA,1621,68121
SANTANDER,CALIFORNIA,1832,68132
SANTANDER,CAPITANEJO,5328,68147
SANTANDER,CARCASI,4130,68152
SANTANDER,CEPITA,1869,68160
SANTANDER,CERRITO,6460,68162
SANTANDER,CHARALA,11035,68167
SANTANDER,CHARTA,2824,68169
SANTANDER,CHIMA,2364,68176
SANTANDER,CHIPATA,4341,68179
SANTANDER,CIMITARRA,25782,68190
SANTANDER,CONCEPCION,5300,68207
SANTANDER,CONFINES,2915,68209
SANTANDER,CONTRATACION,3296,68211
SANTANDER,COROMORO,4816,68217
SANTANDER,CURITI,11653,68229
SANTANDER,EL CARMEN DE CHUCURI,17638,68235
SANTANDER,EL GUACAMAYO,1643,68245
SANTANDER,EL PEÑON,4097,68250
SANTANDER,EL PLAYON,12966,68255
SANTANDER,ENCINO,2334,68264
SANTANDER,ENCISO,3394,68266
SANTANDER,FLORIAN,4603,68271
SANTANDER,FLORIDABLANCA,275109,68276
SANTANDER,GALAN,2682,68296
SANTANDER,GAMBITA,3529,68298
SANTANDER,GIRON,150610,68307
SANTANDER,GUACA,5762,68318
SANTANDER,GUADALUPE,3880,68320
SANTANDER,GUAPOTA,2052,68322
SANTANDER,GUAVATA,3751,68324
SANTANDER,GUEPSA,4405,68327
SANTANDER,HATO,2120,68344
SANTANDER,JESUS MARIA,2991,68368
SANTANDER,JORDAN,1163,68370
SANTANDER,LA BELLEZA,5505,68377
SANTANDER,LANDAZURI,9238,68385
SANTANDER,LA PAZ,3989,68397
SANTANDER,LEBRIJA,37214,68406
SANTANDER,LOS SANTOS,12433,68418
SANTANDER,MACARAVITA,2130,68425
SANTANDER,MALAGA,19884,68432
SANTANDER,MATANZA,4499,68444
SANTANDER,MOGOTES,10165,68464
SANTANDER,MOLAGAVITA,3915,68468
SANTANDER,OCAMONTE,4537,68498
SANTANDER,OIBA,10117,68500
SANTANDER,ONZAGA,3955,68502
SANTANDER,PALMAR,1253,68522
SANTANDER,PALMAS DEL SOCORRO,2467,68524
SANTANDER,PARAMO,4144,68533
SANTANDER,PIEDECUESTA,157425,68547
SANTANDER,PINCHOTE,4508,68549
SANTANDER,PUENTE NACIONAL,12586,68572
SANTANDER,PUERTO PARRA,6861,68573
SANTANDER,PUERTO WILCHES,31698,68575
SANTANDER,RIONEGRO,25266,68615
SANTANDER,SABANA DE TORRES,27845,68655
SANTANDER,SAN ANDRES,8035,68669
SANTANDER,SAN BENITO,2706,68673
SANTANDER,SAN GIL,54687,68679
SANTANDER,SAN JOAQUIN,2167,68682
SANTANDER,SAN JOSE DE MIRANDA,4153,68684
SANTANDER,SAN MIGUEL,2433,68686
SANTANDER,SAN VICENTE DE CHUCURI,29427,68689
SANTANDER,SANTA BARBARA,2239,68705
SANTANDER,SANTA HELENA DEL OPON,3166,68720
SANTANDER,SIMACOTA,7842,68745
SANTANDER,SOCORRO,29997,68755
SANTANDER,SUAITA,8771,68770
SANTANDER,SUCRE,6044,68773
SANTANDER,SURATA,3520,68780
SANTANDER,TONA,6680,68820
SANTANDER,VALLE DE SAN JOSE,5648,68855
SANTANDER,VELEZ,19376,68861
SANTANDER,VETAS,1762,68867
SANTANDER,VILLANUEVA,6738,68872
SANTANDER,ZAPATOCA,8997,68895
SUCRE,SINCELEJO,274622,70001
SUCRE,BUENAVISTA,10007,70110
SUCRE,CAIMITO,13331,70124
SUCRE,COLOSO,7803,70204
SUCRE,COROZAL,66350,70215
SUCRE,COVEÑAS,17091,70221
SUCRE,CHALAN,4425,70230
SUCRE,EL ROBLE,9786,70233
SUCRE,GALERAS,20239,70235
SUCRE,GUARANDA,15618,70265
SUCRE,LA UNION,11510,70400
SUCRE,LOS PALMITOS,21831,70418
SUCRE,MAJAGUAL,32622,70429
SUCRE,MORROA,14793,70473
SUCRE,OVEJAS,22384,70508
SUCRE,PALMITO,12534,70523
SUCRE,SAMPUES,44617,70670
SUCRE,SAN BENITO ABAD,25511,70678
SUCRE,SAN JUAN DE BETULIA,13437,70702
SUCRE,SAN MARCOS,53340,70708
SUCRE,SAN ONOFRE,47952,70713
SUCRE,SAN PEDRO,18029,70717
SUCRE,SAN LUIS DE SINCE,30188,70742
SUCRE,SUCRE,23971,70771
SUCRE,SANTIAGO DE TOLU,32012,70820
SUCRE,TOLU VIEJO,20033,70823
TOLIMA,IBAGUE,500686,73001
TOLIMA,ALPUJARRA,4091,73024
TOLIMA,ALVARADO,6712,73026
TOLIMA,AMBALEMA,6524,73030
TOLIMA,ANZOATEGUI,7658,73043
TOLIMA,ARMERO,11440,73055
TOLIMA,ATACO,18237,73067
TOLIMA,CAJAMARCA,17309,73124
TOLIMA,CARMEN DE APICALA,9643,73148
TOLIMA,CASABIANCA,5496,73152
TOLIMA,CHAPARRAL,43795,73168
TOLIMA,COELLO,7495,73200
TOLIMA,COYAIMA,18999,73217
TOLIMA,CUNDAY,7762,73226
TOLIMA,DOLORES,7274,73236
TOLIMA,ESPINAL,67983,73268
TOLIMA,FALAN,6612,73270
TOLIMA,FLANDES,27334,73275
TOLIMA,FRESNO,28920,73283
TOLIMA,GUAMO,30516,73319
TOLIMA,HERVEO,6368,73347
TOLIMA,HONDA,23616,73349
TOLIMA,ICONONZO,10057,73352
TOLIMA,LERIDA,17084,73408
TOLIMA,LIBANO,33262,73411
TOLIMA,MARIQUITA,34505,73443
TOLIMA,MELGAR,34136,73449
TOLIMA,MURILLO,3389,73461
TOLIMA,NATAGAIMA,14292,73483
TOLIMA,ORTEGA,29665,73504
TOLIMA,PALOCABILDO,9210,73520
TOLIMA,PIEDRAS,5574,73547
TOLIMA,PLANADAS,21557,73555
TOLIMA,PRADO,7893,73563
TOLIMA,PURIFICACION,22682,73585
TOLIMA,RIOBLANCO,19090,73616
TOLIMA,RONCESVALLES,5161,73622
TOLIMA,ROVIRA,20220,73624
TOLIMA,SALDAÑA,14099,73671
TOLIMA,SAN ANTONIO,11514,73675
TOLIMA,SAN LUIS,12139,73678
TOLIMA,SANTA ISABEL,5128,73686
TOLIMA,SUAREZ,3446,73770
TOLIMA,VALLE DE SAN JUAN,4502,73854
TOLIMA,VENADILLO,12137,73861
TOLIMA,VILLAHERMOSA,8530,73870
TOLIMA,VILLARRICA,5021,73873
VALLE DEL CAUCA,CALI,1822869,76001
VALLE DEL CAUCA,ALCALA,12186,76020
VALLE DEL CAUCA,ANDALUCIA,18132,76036
VALLE DEL CAUCA,ANSERMANUEVO,15668,76041
VALLE DEL CAUCA,ARGELIA,5008,76054
VALLE DEL CAUCA,BOLIVAR,13954,76100
VALLE DEL CAUCA,BUENAVENTURA,258445,76109
VALLE DEL CAUCA,GUADALAJARA DE BUGA,115821,76111
VALLE DEL CAUCA,BUGALAGRANDE,22052,76113
VALLE DEL CAUCA,CAICEDONIA,26357,76122
VALLE DEL CAUCA,CALIMA,16054,76126
VALLE DEL CAUCA,CANDELARIA,84661,76130
VALLE DEL CAUCA,CARTAGO,118803,76147
VALLE DEL CAUCA,DAGUA,39665,76233
VALLE DEL CAUCA,EL AGUILA,7393,76243
VALLE DEL CAUCA,EL CAIRO,6179,76246
VALLE DEL CAUCA,EL CERRITO,53983,76248
VALLE DEL CAUCA,EL DOVIO,8513,76250
VALLE DEL CAUCA,FLORIDA,54207,76275
VALLE DEL CAUCA,GINEBRA,19069,76306
VALLE DEL CAUCA,GUACARI,30275,76318
VALLE DEL CAUCA,JAMUNDI,131806,76364
VALLE DEL CAUCA,LA CUMBRE,12879,76377
VALLE DEL CAUCA,LA UNION,29388,76400
VALLE DEL CAUCA,LA VICTORIA,11058,76403
VALLE DEL CAUCA,OBANDO,10970,76497
VALLE DEL CAUCA,PALMIRA,302642,76520
VALLE DEL CAUCA,PRADERA,43552,76563
VALLE DEL CAUCA,RESTREPO,12816,76606
VALLE DEL CAUCA,RIOFRIO,14045,76616
VALLE DEL CAUCA,ROLDANILLO,31658,76622
VALLE DEL CAUCA,SAN PEDRO,15450,76670
VALLE DEL CAUCA,SEVILLA,36827,76736
VALLE DEL CAUCA,TORO,12091,76823
VALLE DEL CAUCA,TRUJILLO,16688,76828
VALLE DEL CAUCA,TULUA,187159,76834
VALLE DEL CAUCA,ULLOA,4844,76845
VALLE DEL CAUCA,VERSALLES,6233,76863
VALLE DEL CAUCA,VIJES,10766,76869
VALLE DEL CAUCA,YOTOCO,15325,76890
VALLE DEL CAUCA,YUMBO,95040,76892
VALLE DEL CAUCA,ZARZAL,39343,76895
ARAUCA,ARAUCA,75735,81001
ARAUCA,ARAUQUITA,45268,81065
ARAUCA,CRAVO NORTE,3644,81220
ARAUCA,FORTUL,17492,81300
ARAUCA,PUERTO RONDON,4169,81591
ARAUCA,SARAVENA,52884,81736
ARAUCA,TAME,40311,81794
CASANARE,YOPAL,156942,85001
CASANARE,AGUAZUL,33440,85010
CASANARE,CHAMEZA,2009,85015
CASANARE,HATO COROZAL,11431,85125
CASANARE,LA SALINA,1227,85136
CASANARE,MANI,13291,85139
CASANARE,MONTERREY,14828,85162
CASANARE,NUNCHIA,8469,85225
CASANARE,OROCUE,8142,85230
CASANARE,PAZ DE ARIPORO,34446,85250
CASANARE,PORE,10675,85263
CASANARE,RECETOR,1247,85279
CASANARE,SABANALARGA,3046,85300
CASANARE,SACAMA,1675,85315
CASANARE,SAN LUIS DE PALENQUE,7537,85325
CASANARE,TAMARA,6317,85400
CASANARE,TAURAMENA,21709,85410
CASANARE,TRINIDAD,11734,85430
CASANARE,VILLANUEVA,31727,85440
PUTUMAYO,MOCOA,48422,86001
PUTUMAYO,COLON,5204,86219
PUTUMAYO,ORITO,33003,86320
PUTUMAYO,PUERTO ASIS,57255,86568
PUTUMAYO,PUERTO CAICEDO,11122,86569
PUTUMAYO,PUERTO GUZMAN,17495,86571
PUTUMAYO,LEGUIZAMO,20045,86573
PUTUMAYO,SIBUNDOY,14104,86749
PUTUMAYO,SAN FRANCISCO,5572,86755
PUTUMAYO,SAN MIGUEL,14054,86757
PUTUMAYO,SANTIAGO,6836,86760
PUTUMAYO,VALLE DEL GUAMUEZ,27455,86865
PUTUMAYO,VILLAGARZON,22630,86885
"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,43754,88001
"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,4545,88564
AMAZONAS,LETICIA,42844,91001
AMAZONAS,EL ENCANTO,1885,91263
AMAZONAS,LA CHORRERA,2357,91405
AMAZONAS,LA PEDRERA,3781,91407
AMAZONAS,LA VICTORIA,166,91430
AMAZONAS,MIRITI ,1023,91460
AMAZONAS,PUERTO ALEGRIA,681,91530
AMAZONAS,PUERTO ARICA,794,91536
AMAZONAS,PUERTO NARIÑO,7896,91540
AMAZONAS,PUERTO SANTANDER,1450,91669
AMAZONAS,TARAPACA,3179,91798
GUAINIA,INIRIDA,30104,94001
GUAINIA,BARRANCO MINAS,7207,94343
GUAINIA,MAPIRIPANA,1011,94663
GUAINIA,SAN FELIPE,1411,94883
GUAINIA,PUERTO COLOMBIA,1643,94884
GUAINIA,LA GUADALUPE,222,94885
GUAINIA,CACAHUAL,839,94886
GUAINIA,PANA PANA,1182,94887
GUAINIA,MORICHAL,812,94888
GUAVIARE,SAN JOSE DEL GUAVIARE,48086,95001
GUAVIARE,CALAMAR,8648,95015
GUAVIARE,EL RETORNO,11340,95025
GUAVIARE,MIRAFLORES,5007,95200
VAUPES,MITU,27709,97001
VAUPES,CARURU,2827,97161
VAUPES,PACOA,3956,97511
VAUPES,TARAIRA,2010,97666
VAUPES,PAPUNAUA,432,97777
VAUPES,YAVARATE,756,97889
VICHADA,PUERTO CARREÑO,19788,99001
VICHADA,LA PRIMAVERA,9690,99524
VICHADA,SANTA ROSALIA,4026,99624
VICHADA,CUMARIBO,43138,99773
